iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false
68	0.2357408625	0.9248928364	0.9146692234
69	0.2351395824	0.9251305694	0.9149888143
70	0.2348526665	0.9251305694	0.9149888143
71	0.2344155872	0.9253596165	0.9153084052
72	0.2338253014	0.9253596165	0.9153084052
73	0.233347329	0.9253596165	0.9153084052
74	0.2328636388	0.9256128772	0.9156279962
75	0.2320574151	0.9253916831	0.9153084052
76	0.2312638477	0.9253916831	0.9153084052
77	0.2309186616	0.9253916831	0.9153084052
78	0.2307142192	0.9253916831	0.9153084052
79	0.2302501656	0.9253916831	0.9153084052
80	0.2297277969	0.9257380039	0.9156279962
81	0.2291569774	0.9257380039	0.9156279962
82	0.2287187046	0.9257380039	0.9156279962
83	0.2284555812	0.9257380039	0.9156279962
84	0.2281165873	0.9260722335	0.9159475871
85	0.2277490334	0.9260722335	0.9159475871
86	0.2272587232	0.9257380039	0.9156279962
87	0.2268662951	0.9259539626	0.9159475871
88	0.226419276	0.926402181	0.9165867689
89	0.2255211153	0.926402181	0.9165867689
90	0.2250897212	0.926402181	0.9165867689
91	0.2247727049	0.926402181	0.9165867689
92	0.2241302596	0.9268862141	0.9172259508
93	0.2238678267	0.9268862141	0.9172259508
94	0.2234227418	0.9268862141	0.9172259508
95	0.2230276437	0.9268862141	0.9172259508
96	0.2227746218	0.9268862141	0.9172259508
97	0.2223602595	0.9268862141	0.9172259508
98	0.2221391251	0.9271811083	0.9175455417
99	0.2215915085	0.9274036112	0.9178651326
100	0.2210790561	0.9274036112	0.9178651326
101	0.2206071923	0.9274036112	0.9178651326
102	0.2200947277	0.9274036112	0.9178651326
103	0.219390033	0.9274036112	0.9178651326
104	0.2191507169	0.9274036112	0.9178651326
105	0.2185400734	0.9274036112	0.9178651326
106	0.2178370552	0.9274036112	0.9178651326
107	0.2175432838	0.9277378408	0.9181847236
108	0.2171537246	0.9277378408	0.9181847236
109	0.216717179	0.9277378408	0.9181847236
110	0.2158263173	0.9277378408	0.9181847236
111	0.2155059276	0.9277378408	0.9181847236
112	0.2150426935	0.9277378408	0.9181847236
113	0.2143077198	0.9277378408	0.9181847236
114	0.2136712215	0.9277378408	0.9181847236
115	0.2132339134	0.9277378408	0.9181847236
116	0.2127303858	0.9277378408	0.9181847236
117	0.2122629482	0.9277378408	0.9181847236
118	0.2119074311	0.9281387455	0.9185043145
119	0.2115078798	0.9281387455	0.9185043145
120	0.211024406	0.9281387455	0.9185043145
121	0.2106280475	0.9281387455	0.9185043145
122	0.2104147811	0.9281387455	0.9185043145
123	0.2101955623	0.9281387455	0.9185043145
124	0.2094305191	0.9281387455	0.9185043145
125	0.2092481827	0.9285910094	0.9191434963
126	0.2086492052	0.9285910094	0.9191434963
127	0.2080213492	0.9285910094	0.9191434963
128	0.2075205532	0.9285910094	0.9191434963
129	0.2071044464	0.9285910094	0.9191434963
130	0.206703055	0.9285910094	0.9191434963
131	0.2062059038	0.9285910094	0.9191434963
132	0.2059482461	0.9283679116	0.9188239054
133	0.2053257951	0.9283679116	0.9188239054
134	0.2050755115	0.9286298122	0.9191434963
135	0.2047842378	0.9288651655	0.9194630872
136	0.2043607804	0.9288651655	0.9194630872
137	0.2040858859	0.9288651655	0.9194630872
138	0.2038512932	0.9288651655	0.9194630872
139	0.2031427114	0.9288651655	0.9194630872
140	0.2025614013	0.929099329	0.9197826782
141	0.2023860319	0.929099329	0.9197826782
142	0.2021968629	0.929099329	0.9197826782
143	0.2018156817	0.9288651655	0.9194630872
144	0.20164954	0.9291162249	0.9197826782
145	0.2013848608	0.9291162249	0.9197826782
146	0.2011667424	0.9295806254	0.92042186
147	0.2008537155	0.9295806254	0.92042186
148	0.2004297809	0.929915799	0.9207414509
149	0.1996919098	0.9294345027	0.9201022691
150	0.1995813113	0.9296855621	0.92042186
151	0.1990877112	0.9299163543	0.9207414509
152	0.198756324	0.9304111555	0.9213806328
153	0.1984431238	0.9304111555	0.9213806328
154	0.1979789834	0.9304111555	0.9213806328
155	0.1978195273	0.9306460329	0.9217002237
156	0.1974275786	0.9308762699	0.9220198146
157	0.1971002654	0.9311149152	0.9223394056
158	0.1966266578	0.9308841229	0.9220198146
159	0.1962704515	0.9309739754	0.9220198146
160	0.1959016919	0.9309739754	0.9220198146
161	0.195520999	0.9312042124	0.9223394056
162	0.1950079854	0.9312042124	0.9223394056
163	0.1944261441	0.9312042124	0.9223394056
164	0.1941636507	0.9312042124	0.9223394056
165	0.1937635464	0.9312042124	0.9223394056
166	0.1933315176	0.9312042124	0.9223394056
167	0.1930024505	0.9312042124	0.9223394056
168	0.1928231732	0.9312042124	0.9223394056
169	0.1926362941	0.9312042124	0.9223394056
170	0.1923614898	0.9312042124	0.9223394056
171	0.1919509417	0.9312042124	0.9223394056
172	0.1916388771	0.9312042124	0.9223394056
173	0.1913111687	0.9312042124	0.9223394056
174	0.1908620606	0.9312042124	0.9223394056
175	0.1905768295	0.9312042124	0.9223394056
176	0.1901874938	0.9312042124	0.9223394056
177	0.1895036688	0.9315861219	0.9226589965
178	0.1889478482	0.9315861219	0.9226589965
179	0.1883651124	0.9315861219	0.9226589965
180	0.1882049532	0.9315861219	0.9226589965
181	0.1877787418	0.9315861219	0.9226589965
182	0.1875189134	0.9315861219	0.9226589965
183	0.1869930057	0.9318533463	0.9229785874
184	0.1865947311	0.9318533463	0.9229785874
185	0.1862197242	0.9318533463	0.9229785874
186	0.1859307319	0.9323384042	0.9232981783
187	0.1856445418	0.9323384042	0.9232981783
188	0.1852786759	0.9328332239	0.9236177693
189	0.1850020319	0.9330787505	0.9239373602
190	0.1848898673	0.9330787505	0.9239373602
191	0.184257053	0.9328332239	0.9236177693
192	0.1838054194	0.9331614546	0.9239373602
193	0.1833938654	0.9334069812	0.9242569511
194	0.1831191286	0.9334069812	0.9242569511
195	0.1827517813	0.9334069812	0.9242569511
196	0.1823332166	0.9334069812	0.9242569511
197	0.1820507043	0.9334069812	0.9242569511
198	0.1818212457	0.9334069812	0.9242569511
199	0.1814114222	0.9336377734	0.924576542
200	0.1812213188	0.9336377734	0.924576542
201	0.180775575	0.9341016639	0.9248961329
202	0.1806479412	0.9341016639	0.9248961329
203	0.1805249399	0.9341016639	0.9248961329
204	0.1801122568	0.9341016639	0.9248961329
205	0.1798268719	0.9341016639	0.9248961329
206	0.1796515437	0.9341016639	0.9248961329
207	0.1790411895	0.9340632443	0.9248961329
208	0.1786372818	0.9338240537	0.924576542
209	0.1778901275	0.9338240537	0.924576542
210	0.1776967094	0.9340695803	0.9248961329
211	0.1772117167	0.9343044577	0.9252157239
212	0.1770645455	0.9345671777	0.9255353148
213	0.1765924802	0.9349950673	0.9258549057
214	0.176275242	0.9352342579	0.9261744966
215	0.175531421	0.9352342579	0.9261744966
216	0.1752944362	0.9352342579	0.9261744966
217	0.1749084913	0.9354976324	0.9264940876
218	0.1746065486	0.9357771088	0.9268136785
219	0.1743814093	0.9359806165	0.9268136785
220	0.1741873488	0.9359806165	0.9268136785
221	0.1738596887	0.9355422314	0.9264940876
222	0.1735030732	0.9355422314	0.9264940876
223	0.1732414274	0.9355422314	0.9264940876
224	0.1729075203	0.9359856401	0.9268136785
225	0.172655362	0.9368292049	0.9274528603
226	0.1724348719	0.9365900143	0.9271332694
227	0.1722666143	0.9365900143	0.9271332694
228	0.1719924635	0.9369002484	0.9274528603
229	0.1716667246	0.9371198065	0.9277724513
230	0.1713185945	0.9378397417	0.9284116331
231	0.1711048388	0.9378397417	0.9284116331
232	0.1709874959	0.9378397417	0.9284116331
233	0.170832001	0.9378397417	0.9284116331
234	0.1705787943	0.9380793686	0.928731224
235	0.1704055715	0.9380793686	0.928731224
236	0.1701624731	0.9380793686	0.928731224
237	0.1699435914	0.9380793686	0.928731224
238	0.169579228	0.9380793686	0.928731224
239	0.1692453361	0.9380793686	0.928731224
240	0.1689319699	0.9380793686	0.928731224
241	0.1685293043	0.9380793686	0.928731224
242	0.1684226412	0.9380793686	0.928731224
243	0.1680553283	0.9380793686	0.928731224
244	0.1679524916	0.9380793686	0.928731224
245	0.1677426169	0.9380793686	0.928731224
246	0.1675494022	0.9380793686	0.928731224
247	0.1672381977	0.9383185593	0.929050815
248	0.1668117465	0.9386222825	0.9293704059
249	0.1664506605	0.9386222825	0.9293704059
250	0.1662087449	0.9383746142	0.929050815
251	0.165901162	0.9383746142	0.929050815
252	0.1655623106	0.9386222825	0.9293704059
253	0.1654363559	0.9386222825	0.9293704059
254	0.1649723441	0.9386222825	0.9293704059
255	0.1645954728	0.9386222825	0.9293704059
256	0.1643823516	0.9386222825	0.9293704059
257	0.1642218225	0.9386222825	0.9293704059
258	0.164024663	0.9386222825	0.9293704059
259	0.16374733	0.9390944857	0.9296899968
260	0.1634870881	0.9390944857	0.9296899968
261	0.1634162196	0.9390944857	0.9296899968
262	0.1632215308	0.9390944857	0.9296899968
263	0.162914029	0.9390944857	0.9296899968
264	0.1625014296	0.9390944857	0.9296899968
265	0.1622602966	0.9395608692	0.9303291787
266	0.162176346	0.9398519071	0.9306487696
267	0.1618903373	0.9398519071	0.9306487696
268	0.1616642156	0.9398519071	0.9306487696
269	0.1613849417	0.9398519071	0.9306487696
270	0.1610034035	0.9398519071	0.9306487696
271	0.1608353593	0.9400970965	0.9309683605
272	0.1604012441	0.9396536878	0.9306487696
273	0.1599027476	0.939400061	0.9303291787
274	0.1597921299	0.939400061	0.9303291787
275	0.1594191696	0.9396310714	0.9306487696
276	0.1589378975	0.9393858819	0.9303291787
277	0.1588403921	0.9396310714	0.9306487696
278	0.1586066512	0.9396769198	0.9306487696
279	0.1583613844	0.9401203285	0.9309683605
280	0.157986132	0.9401203285	0.9309683605
281	0.1576753411	0.9401203285	0.9309683605
282	0.1573632216	0.9401203285	0.9309683605
283	0.1571598982	0.9401203285	0.9309683605
284	0.1568043879	0.9401203285	0.9309683605
285	0.1565631396	0.9401203285	0.9309683605
286	0.1562751038	0.9401203285	0.9309683605
287	0.1560345641	0.9401203285	0.9309683605
288	0.1557202693	0.9401203285	0.9309683605
289	0.1553425571	0.9399190553	0.9309683605
290	0.1550237382	0.9399190553	0.9309683605
291	0.1547218903	0.9399190553	0.9309683605
292	0.1544179321	0.9399190553	0.9309683605
293	0.1542176635	0.9401645819	0.9312879514
294	0.1540029989	0.9401645819	0.9312879514
295	0.1538139401	0.9401645819	0.9312879514
296	0.1536183319	0.9404097714	0.9316075423
297	0.1534352229	0.940648962	0.9319271333
298	0.1531931859	0.9404097714	0.9316075423
299	0.1529549879	0.940648962	0.9319271333
300	0.1526596955	0.940648962	0.9319271333
301	0.1523818584	0.9409160044	0.9322467242
302	0.1523010192	0.9411650503	0.9325663151
303	0.1520154292	0.9417921251	0.933205497
304	0.1518175256	0.9421269858	0.9335250879
305	0.1514371615	0.9423445805	0.9338446788
306	0.1511573061	0.9418517631	0.933205497
307	0.1510029553	0.9420765565	0.9335250879
308	0.1507434637	0.9418517631	0.933205497
309	0.1505445903	0.9418517631	0.933205497
310	0.1503731066	0.9418517631	0.933205497
311	0.1500829227	0.9424883894	0.9338446788
312	0.1499309616	0.9424883894	0.9338446788
313	0.1497250179	0.9424883894	0.9338446788
314	0.1495966181	0.9424883894	0.9338446788
315	0.149450184	0.9424883894	0.9338446788
316	0.1490795942	0.9424883894	0.9338446788
317	0.1489739978	0.9424883894	0.9338446788
318	0.1486043549	0.9428818999	0.9341642697
319	0.1483537946	0.9428818999	0.9341642697
320	0.1480346676	0.9428818999	0.9341642697
321	0.147678936	0.9428818999	0.9341642697
322	0.14749686	0.9428818999	0.9341642697
323	0.1471786286	0.9431068336	0.9344838607
324	0.1469602524	0.943489054	0.9348034516
325	0.146809608	0.9437828122	0.9351230425
326	0.1464287058	0.9445760794	0.9357622244
327	0.1459459113	0.9441807075	0.9354426334
328	0.145626837	0.9445760794	0.9357622244
329	0.1452657483	0.9445760794	0.9357622244
330	0.1450338291	0.9441807075	0.9354426334
331	0.1446582268	0.9441807075	0.9354426334
332	0.1444309175	0.9443511458	0.9354426334
333	0.1439686621	0.9443511458	0.9354426334
334	0.143716727	0.9439557739	0.9351230425
335	0.143442344	0.9439557739	0.9351230425
336	0.1431189638	0.9442111069	0.9354426334
337	0.1427154138	0.9449025027	0.9360818153
338	0.1425897062	0.9451274363	0.9364014062
339	0.1424143203	0.9451274363	0.9364014062
340	0.1422280875	0.9451274363	0.9364014062
341	0.1420186972	0.945343395	0.9367209971
342	0.1416899159	0.945343395	0.9367209971
343	0.1415041024	0.945343395	0.9367209971
344	0.1412438735	0.945343395	0.9367209971
345	0.1409487257	0.9455839837	0.937040588
346	0.1407018975	0.9455839837	0.937040588
347	0.140606196	0.9455839837	0.937040588
348	0.1403641086	0.9455839837	0.937040588
349	0.1400659225	0.9455839837	0.937040588
350	0.1400090539	0.9455839837	0.937040588
351	0.1397722373	0.9455839837	0.937040588
352	0.1396855228	0.9455839837	0.937040588
353	0.1394590335	0.9458297185	0.937360179
354	0.1392796812	0.9458297185	0.937360179
355	0.1391670405	0.9460545119	0.9376797699
356	0.13866302	0.9454343467	0.937040588
357	0.1384133403	0.9454343467	0.937040588
358	0.1381531907	0.9454343467	0.937040588
359	0.1379818301	0.9457415814	0.937360179
360	0.1376390783	0.9457415814	0.937360179
361	0.1372575427	0.9457415814	0.937360179
362	0.1368944556	0.9462334172	0.9379993608
363	0.1367353766	0.9462334172	0.9379993608
364	0.1366128499	0.9462334172	0.9379993608
365	0.1363405901	0.9470182619	0.9386385427
366	0.1362546958	0.9470182619	0.9386385427
367	0.1360463843	0.9467934686	0.9383189517
368	0.1358396835	0.9467934686	0.9383189517
369	0.1356997225	0.9474136338	0.9389581336
370	0.1355501447	0.9470182619	0.9386385427
371	0.1352126006	0.9470182619	0.9386385427
372	0.1350012506	0.9482949127	0.9399169064
373	0.134792189	0.9482949127	0.9399169064
374	0.1344545172	0.9482949127	0.9399169064
375	0.134332727	0.9478995409	0.9395973154
376	0.1342213346	0.9478995409	0.9395973154
377	0.133989628	0.9482949127	0.9399169064
378	0.1337262496	0.9478995409	0.9395973154
379	0.1335183283	0.9476324984	0.9392777245
380	0.1333614026	0.9476324984	0.9392777245
381	0.1331695031	0.9476324984	0.9392777245
382	0.1328411412	0.9479967223	0.9395973154
383	0.1326764968	0.9479967223	0.9395973154
384	0.1322609127	0.9479967223	0.9395973154
385	0.132095731	0.9479967223	0.9395973154
386	0.1320012268	0.9479967223	0.9395973154
387	0.1319204017	0.9484365317	0.9399169064
388	0.1316657838	0.9484365317	0.9399169064
389	0.1315131107	0.9489896196	0.9405560882
390	0.1311515876	0.9490153834	0.9405560882
391	0.1310355562	0.9490153834	0.9405560882
392	0.1307851792	0.9493384723	0.9408756791
393	0.1306011062	0.9493384723	0.9408756791
394	0.1304207676	0.9493384723	0.9408756791
395	0.1302610089	0.9495684543	0.9411952701
396	0.1300091651	0.9495684543	0.9411952701
397	0.129696498	0.9495684543	0.9411952701
398	0.1294505751	0.9496466809	0.9411952701
399	0.1291334711	0.9504967884	0.9421540428
400	0.1288541078	0.9504967884	0.9421540428
401	0.1285998953	0.9508921602	0.9424736337
402	0.1284304137	0.9508921602	0.9424736337
403	0.1280234662	0.9506621782	0.9421540428
404	0.1279679095	0.9502668064	0.9418344519
405	0.1276880023	0.9508921602	0.9424736337
406	0.1276011657	0.9506464254	0.9421540428
407	0.1274812655	0.9506464254	0.9421540428
408	0.1272524548	0.9506464254	0.9421540428
409	0.1271748645	0.9511186286	0.9424736337
410	0.1271286703	0.9511186286	0.9424736337
411	0.1268884149	0.9508780399	0.9421540428
412	0.12658321	0.9513643634	0.9427932247
413	0.1262561595	0.951656601	0.9431128156
414	0.1261826281	0.9520393434	0.9434324065
415	0.1260463633	0.9520448203	0.9434324065
416	0.1255995606	0.9522553021	0.9437519974
417	0.125545366	0.9522553021	0.9437519974
418	0.1254708215	0.9522553021	0.9437519974
419	0.1253592153	0.9522553021	0.9437519974
420	0.1251549184	0.9516268249	0.9431128156
421	0.1250005207	0.9518725597	0.9434324065
422	0.1248323669	0.9522553021	0.9437519974
423	0.1246826933	0.9522553021	0.9437519974
424	0.1245845375	0.9522553021	0.9437519974
425	0.124320853	0.952030797	0.9434324065
426	0.1241378005	0.9522746776	0.9437519974
427	0.1239875441	0.9522746776	0.9437519974
428	0.1238690047	0.9520587189	0.9434324065
429	0.1236995082	0.9520587189	0.9434324065
430	0.1234362512	0.9524719386	0.9437519974
431	0.1231114152	0.9527314552	0.9440715884
432	0.1229836312	0.9527314552	0.9440715884
433	0.1228784639	0.953301206	0.9447107702
434	0.1225121515	0.953276576	0.9447107702
435	0.1223755557	0.953276576	0.9447107702
436	0.1222818496	0.953276576	0.9447107702
437	0.1221823165	0.9532575121	0.9447107702
438	0.1220268611	0.9538376685	0.9453499521
439	0.1218155427	0.9538376685	0.9453499521
440	0.1215823158	0.9538376685	0.9453499521
441	0.1215023318	0.9541846982	0.945669543
442	0.121245252	0.9537964789	0.9453499521
443	0.1210246888	0.9544517406	0.9459891339
444	0.1207966167	0.9540881514	0.945669543
445	0.1205332962	0.9543423044	0.9459891339
446	0.1204140731	0.9543423044	0.9459891339
447	0.1202981892	0.9543423044	0.9459891339
448	0.12020925	0.9548822486	0.9466283158
449	0.1199141742	0.9548822486	0.9466283158
450	0.1197650819	0.955264991	0.9469479067
451	0.1194985157	0.9550825508	0.9466283158
452	0.1192632072	0.9551421774	0.9466283158
453	0.1191061115	0.9553686068	0.9469479067
454	0.1190094234	0.9550622956	0.9466283158
455	0.1187454793	0.9556503164	0.9472674976
456	0.1185459144	0.9557328753	0.9472674976
457	0.1184418007	0.9559882083	0.9475870885
458	0.1182974483	0.9555169166	0.9469479067
459	0.1181056386	0.9557955906	0.9472674976
460	0.1179985921	0.9566389443	0.9482262704
461	0.1177123171	0.9564933117	0.9482262704
462	0.1176482342	0.9568248145	0.9485458613
463	0.1174686116	0.957091857	0.9488654522
464	0.117216349	0.957430722	0.9491850431
465	0.1170776486	0.9579861889	0.949824225
466	0.1167420228	0.9571474161	0.9488654522
467	0.1166040368	0.9573633749	0.9491850431
468	0.1163873663	0.9576125305	0.9495046341
469	0.1162732661	0.9576125305	0.9495046341
470	0.1160186402	0.9576125305	0.9495046341
471	0.115892446	0.9578350334	0.949824225
472	0.1157908745	0.9578350334	0.949824225
473	0.115620383	0.9580526282	0.9501438159
474	0.1154097774	0.9580526282	0.9501438159
475	0.1152573261	0.9580526282	0.9501438159
476	0.1150292607	0.9580526282	0.9501438159
477	0.114902772	0.9577211253	0.949824225
478	0.114856183	0.9577211253	0.949824225
479	0.1145704401	0.9577211253	0.949824225
480	0.1144819964	0.9580526282	0.9501438159
481	0.1142914404	0.9573306545	0.9491850431
482	0.1141868955	0.9573306545	0.9491850431
483	0.1140426522	0.9573306545	0.9491850431
484	0.1140041735	0.9573306545	0.9491850431
485	0.113820141	0.9573306545	0.9491850431
486	0.1136339528	0.9577949112	0.949824225
487	0.113449587	0.9580161053	0.9501438159
488	0.1132301037	0.9582651511	0.9504634068
489	0.1130008871	0.9583207634	0.9504634068
490	0.1127644892	0.9583207634	0.9504634068
491	0.1126666916	0.9580177413	0.9501438159
492	0.1124871366	0.9580177413	0.9501438159
493	0.1121909758	0.9590069323	0.9514221796
494	0.1120266506	0.9592622653	0.9517417705
495	0.1119214788	0.9592622653	0.9517417705
496	0.1117569013	0.9592622653	0.9517417705
497	0.111605072	0.959042737	0.9514221796
498	0.1114087654	0.9592709661	0.9517417705
499	0.1112117985	0.9592709661	0.9517417705
500	0.1109545987	0.9592622653	0.9517417705
501	0.1108158921	0.9587131677	0.9511025887
502	0.1105712452	0.9600723292	0.9523809524
503	0.1104004402	0.9595189779	0.9520613615
504	0.1103476842	0.9595189779	0.9520613615
505	0.1102265637	0.9595189779	0.9520613615
506	0.1099497138	0.9598472086	0.9523809524
507	0.1097848773	0.9596189796	0.9520613615
508	0.1095701211	0.9591503757	0.9514221796
509	0.109468574	0.9593786048	0.9517417705
510	0.1093534005	0.959461719	0.9517417705
511	0.1092259278	0.9596907661	0.9520613615
512	0.109007693	0.9607663703	0.9530201342
513	0.1088634721	0.9601389944	0.9523809524
514	0.1087045943	0.9601389944	0.9523809524
515	0.1084255831	0.9604051848	0.9527005433
516	0.1083645802	0.9601498518	0.9523809524
517	0.107994258	0.9604051848	0.9527005433
518	0.10791651	0.9614891478	0.9536593161
519	0.10775727	0.9614891478	0.9536593161
520	0.107686264	0.9614891478	0.9536593161
521	0.1075823793	0.961545333	0.9536593161
522	0.1071758886	0.9616914975	0.9542984979
523	0.1070659157	0.9616914975	0.9542984979
524	0.1069471527	0.961243517	0.9536593161
525	0.106759948	0.9624676194	0.9549376798
526	0.1066326424	0.9624676194	0.9549376798
527	0.1064908405	0.9624676194	0.9549376798
528	0.106332591	0.9624676194	0.9549376798
529	0.106193076	0.9622393904	0.9546180888
530	0.1061205474	0.9625046331	0.9549376798
531	0.1059665671	0.9625046331	0.9549376798
532	0.1057397197	0.9622041636	0.9546180888
533	0.105611781	0.9622041636	0.9546180888
534	0.1055028618	0.9626727675	0.9552572707
535	0.1053398289	0.9624237216	0.9549376798
536	0.1051455976	0.96279738	0.9552572707
537	0.1051053731	0.9630464259	0.9555768616
538	0.1048322481	0.9630464259	0.9555768616
539	0.1047200348	0.9632884523	0.9558964525
540	0.1045848655	0.9632258978	0.9558964525
541	0.1044213762	0.9631697352	0.9558964525
542	0.1042666729	0.9631697352	0.9558964525
543	0.1041915689	0.9631697352	0.9558964525
544	0.1040564207	0.9631697352	0.9558964525
545	0.1039978467	0.9631697352	0.9558964525
546	0.1038179711	0.9631697352	0.9558964525
547	0.103723877	0.9634605188	0.9562160435
548	0.1036541512	0.9634605188	0.9562160435
549	0.1034758013	0.9636781135	0.9565356344
550	0.1033807547	0.9636781135	0.9565356344
551	0.1032662	0.9636781135	0.9565356344
552	0.1031295095	0.9631934763	0.9558964525
553	0.1030051816	0.9637900584	0.9565356344
554	0.102820406	0.9637900584	0.9565356344
555	0.1025760563	0.9642956058	0.9571748162
556	0.1024741693	0.9645151638	0.9574944072
557	0.1023496415	0.965043145	0.958133589
558	0.1021142038	0.965304093	0.9584531799
559	0.1020513085	0.965523651	0.9587727709
560	0.1018786152	0.965523651	0.9587727709
561	0.1016281735	0.9652951988	0.9584531799
562	0.1015397911	0.9658266136	0.9590923618
563	0.1014461054	0.9658266136	0.9590923618
564	0.1012954259	0.9658266136	0.9590923618
565	0.101150377	0.9658266136	0.9590923618
566	0.1009898658	0.96553583	0.9587727709
567	0.1009535914	0.9658266136	0.9590923618
568	0.1008988275	0.9658266136	0.9590923618
569	0.1007675056	0.9658266136	0.9590923618
570	0.1005321767	0.9658798398	0.9590923618
571	0.1001855672	0.9658798398	0.9590923618
572	0.1000479434	0.9660993978	0.9594119527
573	0.09995888707	0.9660800202	0.9594119527
574	0.09991151655	0.9658604622	0.9590923618
575	0.0997998287	0.9663432997	0.9597315436
576	0.09972599031	0.9663432997	0.9597315436
577	0.09952701305	0.9658910655	0.9590923618
578	0.09937307915	0.9658378393	0.9590923618
579	0.09906580501	0.9658378393	0.9590923618
580	0.09890620267	0.9659207141	0.9590923618
581	0.0986689327	0.9661771314	0.9594119527
582	0.09852316022	0.9661771314	0.9594119527
583	0.09829563076	0.9659250776	0.9590923618
584	0.09811026509	0.9661694491	0.9594119527
585	0.09799759135	0.9661694491	0.9594119527
586	0.09783011932	0.9666539312	0.9600511345
587	0.09759311727	0.9666110744	0.9597315436
588	0.09748576832	0.9666110744	0.9597315436
589	0.09734165127	0.9671034166	0.9603707255
590	0.09717625139	0.9677551817	0.9610099073
591	0.09706819894	0.9677640759	0.9610099073
592	0.09701256837	0.9674912917	0.9606903164
593	0.09676370354	0.9672628395	0.9603707255
594	0.0966636084	0.9672628395	0.9603707255
595	0.09663511065	0.9674912917	0.9606903164
596	0.09649947487	0.9674912917	0.9606903164
597	0.09627974817	0.9677799952	0.9610099073
598	0.09614150305	0.9679995532	0.9613294982
599	0.09596057482	0.9677799952	0.9610099073
600	0.09582381846	0.9677799952	0.9610099073
601	0.09579810828	0.9677799952	0.9610099073
602	0.0956302638	0.9680934497	0.9613294982
603	0.09547749399	0.9680934497	0.9613294982
604	0.09544216402	0.9680934497	0.9613294982
605	0.0953023569	0.9678652207	0.9610099073
606	0.09518145061	0.9678652207	0.9610099073
607	0.09511598048	0.9675981782	0.9606903164
608	0.0949413117	0.9678652207	0.9610099073
609	0.09480714198	0.9678652207	0.9610099073
610	0.09466149422	0.9675924365	0.9606903164
611	0.0945723559	0.967325394	0.9603707255
